roll_number,gaeltacht_indicator,deis,island,irish_classification,ethos
76085N,N ,N ,N ,All pupils taught all subjects through Irish,INTER DENOMINATIONAL
14647G,N ,N ,N ,No subjects through Irish,Church Of Ireland
17156C,N ,N ,N ,No subjects through Irish,Catholic
19292U,N ,N ,N ,No subjects through Irish,Catholic
18537T,N ,N ,N ,No subjects through Irish,Catholic
09069L,N ,N ,N ,No subjects through Irish,Catholic
19348V,N ,N ,N ,No subjects through Irish,Catholic
62060R,N ,N ,N ,No subjects taught through Irish,CHURCH OF IRELAND
14808E,N ,N ,N ,No subjects through Irish,Catholic
18092H,N ,N ,N ,No subjects through Irish,Catholic
19506N,N ,N ,N ,No subjects through Irish,Catholic
18558E,N ,N ,N ,No subjects through Irish,Catholic
64360Q,N ,N ,N ,No subjects taught through Irish,CATHOLIC
12967O,N ,N ,N ,No subjects through Irish,Catholic
91505T,N ,N ,N ,No subjects taught through Irish,INTER DENOMINATIONAL
18508M,N ,N ,N ,No subjects through Irish,Catholic
18472R,N ,N ,N ,No subjects through Irish,Catholic
60562I,N ,N ,N ,No subjects taught through Irish,CATHOLIC
17882I,N ,N ,N ,No subjects through Irish,Catholic
09306W,N ,N ,N ,No subjects through Irish,Catholic
17743R,N ,Y ,N ,No subjects through Irish,Catholic
19851H,N ,N ,N ,All subjects through Irish,Catholic
17025K,N ,N ,N ,No subjects through Irish,Catholic
19981U,N ,Y ,N ,No subjects through Irish,Catholic
17557U,N ,N ,N ,No subjects through Irish,Catholic
02124E,N ,N ,N ,No subjects through Irish,Catholic
12754U,N ,N ,N ,No subjects through Irish,Catholic
12505W,N ,N ,N ,No subjects through Irish,Catholic
19458F,N ,N ,N ,No subjects through Irish,Catholic
18549D,N ,N ,N ,No subjects through Irish,Catholic
16964F,N ,Y ,N ,No subjects through Irish,Catholic
18227E,N ,N ,N ,No subjects through Irish,Catholic
17326B,N ,Y ,N ,No subjects through Irish,Catholic
18563U,N ,N ,N ,No subjects through Irish,Catholic
19986H,Y ,N ,N ,All subjects through Irish,Catholic
06028F,N ,N ,N ,No subjects through Irish,Church Of Ireland
16992K,N ,N ,N ,No subjects through Irish,Catholic
19795A,Y ,Y ,N ,No subjects through Irish,Catholic
00796U,N ,N ,N ,No subjects through Irish,Catholic
10111O,N ,N ,N ,No subjects through Irish,Catholic
19310T,N ,Y ,N ,No subjects through Irish,Catholic
17485V,N ,N ,N ,No subjects through Irish,Catholic
07626H,N ,Y ,N ,No subjects through Irish,Catholic
18856M,N ,N ,N ,No subjects through Irish,Catholic
16681Q,N ,N ,N ,No subjects through Irish,Catholic
18037W,N ,N ,N ,No subjects through Irish,Catholic
70550H,N ,Y ,N ,No subjects taught through Irish,MULTI DENOMINATIONAL
68072I,N ,N ,N ,All pupils taught all subjects through Irish,CATHOLIC
70160R,N ,Y ,N ,No subjects taught through Irish,MULTI DENOMINATIONAL
18592E,N ,N ,N ,No subjects through Irish,Catholic
17793J,N ,N ,N ,No subjects through Irish,Catholic
17899C,N ,N ,N ,No subjects through Irish,Catholic
18572V,N ,N ,N ,No subjects through Irish,Catholic
20210W,Y ,N ,Y ,All subjects through Irish,Catholic
15644F,N ,N ,N ,No subjects through Irish,Catholic
20327U,N ,N ,N ,All subjects through Irish,Inter Denominational
18395C,N ,N ,N ,No subjects through Irish,Catholic
20522S,N ,N ,N ,No subjects through Irish,Multi Denominational
91318U,N ,Y ,N ,No subjects taught through Irish,INTER DENOMINATIONAL
15963V,N ,N ,N ,No subjects through Irish,Catholic
20122C,N ,Y ,N ,No subjects through Irish,Catholic
12447L,N ,N ,N ,No subjects through Irish,Catholic
60290B,N ,N ,N ,No subjects taught through Irish,CATHOLIC
18233W,N ,N ,N ,No subjects through Irish,Church Of Ireland
71270G,N ,N ,N ,No subjects taught through Irish,MULTI DENOMINATIONAL
12041G,N ,N ,N ,No subjects through Irish,Church Of Ireland
15866A,N ,Y ,N ,No subjects through Irish,Catholic
18097R,N ,N ,N ,No subjects through Irish,Catholic
20492M,N ,N ,N ,No subjects through Irish,Catholic
20083S,N ,Y ,N ,All subjects through Irish,Catholic
19849U,N ,N ,N ,All subjects through Irish,Catholic
17045Q,N ,Y ,N ,No subjects through Irish,Catholic
17270A,N ,N ,N ,No subjects through Irish,Catholic
17242S,N ,N ,N ,No subjects through Irish,Catholic
72520I,N ,N ,N ,No subjects taught through Irish,MULTI DENOMINATIONAL
16854V,N ,N ,N ,No subjects through Irish,Church Of Ireland
13980L,N ,N ,N ,No subjects through Irish,Catholic
14339S,N ,Y ,N ,No subjects through Irish,Catholic
15217J,N ,N ,N ,No subjects through Irish,Catholic
18377A,N ,Y ,N ,No subjects through Irish,Catholic
15446B,N ,N ,N ,All subjects through Irish,Catholic
20429F,N ,Y ,N ,No subjects through Irish,Catholic
16763S,Y ,Y ,N ,All subjects through Irish,Catholic
18777Q,N ,N ,N ,No subjects through Irish,Catholic
60430O,N ,Y ,N ,No subjects taught through Irish,CATHOLIC
18054W,N ,N ,N ,No subjects through Irish,Catholic
16946D,N ,N ,N ,No subjects through Irish,Catholic
17237C,N ,N ,N ,No subjects through Irish,Catholic
10967E,N ,N ,N ,No subjects through Irish,Catholic
63661C,N ,N ,N ,No subjects taught through Irish,CATHOLIC
20309S,N ,N ,N ,No subjects through Irish,Catholic
14002G,N ,N ,N ,No subjects through Irish,Catholic
91495T,N ,N ,N ,No subjects taught through Irish,INTER DENOMINATIONAL
20310D,N ,N ,N ,No subjects through Irish,Multi Denominational
16817P,N ,N ,N ,No subjects through Irish,Multi Denominational
16937C,N ,N ,N ,All subjects through Irish,Catholic
19906G,N ,N ,N ,No subjects through Irish,Multi Denominational
14052V,N ,N ,N ,No subjects through Irish,Catholic
01676P,N ,N ,N ,No subjects through Irish,Catholic
19684O,N ,N ,N ,No subjects through Irish,Catholic
13095L,N ,N ,N ,No subjects through Irish,Catholic
70770V,N ,N ,N ,No subjects taught through Irish,MULTI DENOMINATIONAL
19776T,Y ,Y ,N ,Some subjects through Irish,Catholic
15563F,N ,N ,N ,No subjects through Irish,Catholic
64180O,N ,N ,N ,No subjects taught through Irish,CATHOLIC
16469S,N ,Y ,N ,No subjects through Irish,Catholic
18687P,N ,N ,N ,No subjects through Irish,Catholic
19272O,N ,N ,N ,No subjects through Irish,Catholic
12456M,N ,N ,N ,No subjects through Irish,Catholic
15646J,N ,N ,N ,No subjects through Irish,Catholic
16121B,N ,N ,N ,No subjects through Irish,Catholic
20051F,N ,N ,N ,All subjects through Irish,Catholic
07183W,N ,Y ,N ,No subjects through Irish,Catholic
63880O,N ,N ,N ,Some pupils taught all subjects through Irish,CATHOLIC
18630J,N ,N ,N ,No subjects through Irish,Catholic
17161S,N ,Y ,N ,No subjects through Irish,Church Of Ireland
17054R,N ,N ,N ,No subjects through Irish,Catholic
19393D,N ,N ,N ,No subjects through Irish,Catholic
76097U,N ,N ,N ,No subjects taught through Irish,MULTI DENOMINATIONAL
16779K,Y ,N ,N ,All subjects through Irish,Catholic
18887A,N ,N ,N ,No subjects through Irish,Catholic
04442F,N ,N ,N ,No subjects through Irish,Catholic
16642G,N ,Y ,N ,No subjects through Irish,Catholic
14269A,N ,N ,N ,No subjects through Irish,Church Of Ireland
15004P,N ,N ,N ,No subjects through Irish,Catholic
18883P,N ,N ,N ,No subjects through Irish,Catholic
62320R,N ,N ,N ,No subjects taught through Irish,CATHOLIC
18356P,N ,N ,N ,No subjects through Irish,Church Of Ireland
17091A,N ,N ,N ,No subjects through Irish,Catholic
18287W,N ,N ,N ,No subjects through Irish,Catholic
12688K,N ,N ,N ,No subjects through Irish,Church Of Ireland
63600F,N ,N ,N ,No subjects taught through Irish,CATHOLIC
16345A,N ,N ,N ,No subjects through Irish,Catholic
60892G,N ,N ,N ,No subjects taught through Irish,CATHOLIC
13656C,N ,N ,N ,No subjects through Irish,Catholic
19653D,N ,N ,N ,No subjects through Irish,Catholic
13047A,N ,Y ,N ,No subjects through Irish,Catholic
20502M,N ,N ,N ,No subjects through Irish,Multi Denominational
20264W,N ,N ,N ,All subjects through Irish,Multi Denominational
19463V,N ,N ,N ,No subjects through Irish,Catholic
19422H,N ,N ,N ,No subjects through Irish,Church Of Ireland
64570E,Y ,Y ,N ,No subjects taught through Irish,CATHOLIC
60130C,N ,N ,N ,No subjects taught through Irish,CATHOLIC
09782I,N ,N ,N ,No subjects through Irish,Catholic
81002K,N ,N ,N ,No subjects taught through Irish,CHURCH OF IRELAND
14717B,N ,N ,N ,No subjects through Irish,Methodist
18641O,N ,N ,N ,No subjects through Irish,Catholic
19503H,N ,N ,N ,All subjects through Irish,Catholic
19483E,N ,Y ,N ,No subjects through Irish,Catholic
14941G,N ,N ,N ,No subjects through Irish,Church Of Ireland
17997C,N ,N ,N ,No subjects through Irish,Catholic
19427R,N ,Y ,N ,No subjects through Irish,Catholic
19786W,N ,N ,N ,No subjects through Irish,Catholic
19915H,N ,N ,N ,No subjects through Irish,Catholic
11039O,N ,N ,N ,No subjects through Irish,Catholic
19386G,N ,N ,N ,No subjects through Irish,Catholic
68081J,N ,N ,N ,No subjects taught through Irish,CHURCH OF IRELAND
18345K,N ,Y ,N ,No subjects through Irish,Catholic
18720K,N ,N ,N ,No subjects through Irish,Catholic
17883K,N ,N ,N ,No subjects through Irish,Catholic
19605P,N ,Y ,N ,No subjects through Irish,Catholic
20067U,N ,N ,N ,No subjects through Irish,Catholic
20055N,N ,Y ,N ,All subjects through Irish,Catholic
19507P,N ,Y ,N ,No subjects through Irish,Catholic
12834S,N ,N ,N ,No subjects through Irish,Church Of Ireland
70830N,N ,Y ,N ,Some pupils taught all subjects through Irish,MULTI DENOMINATIONAL
18540I,N ,N ,N ,No subjects through Irish,Catholic
15555G,N ,N ,N ,No subjects through Irish,Catholic
17469A,N ,Y ,N ,No subjects through Irish,Catholic
14194S,Y ,Y ,N ,Some subjects through Irish,Catholic
18125T,N ,N ,N ,No subjects through Irish,Catholic
17655U,N ,Y ,N ,No subjects through Irish,Catholic
14227H,N ,Y ,N ,No subjects through Irish,Catholic
18754E,Y ,Y ,N ,All subjects through Irish,Catholic
01569O,N ,N ,N ,No subjects through Irish,Catholic
17957N,N ,Y ,N ,No subjects through Irish,Catholic
20231H,N ,N ,N ,No subjects through Irish,Catholic
17273G,N ,N ,N ,No subjects through Irish,Catholic
15378K,N ,N ,N ,No subjects through Irish,Catholic
19964U,N ,N ,N ,No subjects through Irish,Catholic
18268S,N ,N ,N ,No subjects through Irish,Catholic
04186N,N ,N ,N ,No subjects through Irish,Catholic
72430H,N ,Y ,N ,No subjects taught through Irish,MULTI DENOMINATIONAL
18298E,N ,Y ,N ,No subjects through Irish,Catholic
02418V,N ,N ,N ,No subjects through Irish,Catholic
68080H,N ,N ,N ,All pupils taught all subjects through Irish,INTER DENOMINATIONAL
08390J,N ,N ,N ,No subjects through Irish,Church Of Ireland
13020D,N ,N ,N ,No subjects through Irish,Catholic
11809O,N ,N ,N ,No subjects through Irish,Catholic
10775S,N ,N ,N ,No subjects through Irish,Catholic
19926M,N ,N ,N ,All subjects through Irish,Catholic
19637F,Y ,N ,N ,All subjects through Irish,Catholic
76173K,N ,N ,N ,No subjects taught through Irish,MULTI DENOMINATIONAL
17706L,N ,N ,N ,No subjects through Irish,Catholic
19867W,N ,N ,N ,All subjects through Irish,Catholic
18817C,N ,N ,N ,All subjects through Irish,Catholic
20223I,N ,N ,N ,All subjects through Irish,Catholic
10223C,N ,N ,N ,No subjects through Irish,Church Of Ireland
76394D,N ,N ,N ,No subjects taught through Irish,MULTI DENOMINATIONAL
17117P,N ,Y ,N ,No subjects through Irish,Catholic
60520P,N ,N ,N ,No subjects taught through Irish,CATHOLIC
19817H,N ,N ,N ,No subjects through Irish,Catholic
17356K,N ,Y ,N ,No subjects through Irish,Catholic
14420B,N ,Y ,N ,No subjects through Irish,Catholic
16283E,Y ,Y ,N ,All subjects through Irish,Catholic
15970S,N ,N ,N ,No subjects through Irish,Catholic
15160G,N ,N ,N ,No subjects through Irish,Catholic
70440A,N ,N ,N ,All pupils taught all subjects through Irish,MULTI DENOMINATIONAL
15370R,N ,N ,N ,No subjects through Irish,Catholic
08530W,N ,N ,N ,No subjects through Irish,Catholic
08446K,Y ,N ,N ,Some subjects through Irish,Catholic
76127D,N ,N ,N ,No subjects taught through Irish,MULTI DENOMINATIONAL
18659K,N ,N ,N ,No subjects through Irish,Catholic
12587E,N ,N ,N ,No subjects through Irish,Catholic
68308L,N ,N ,N ,No subjects taught through Irish,MULTI DENOMINATIONAL
63310T,N ,N ,N ,No subjects taught through Irish,CATHOLIC
91396R,N ,N ,N ,No subjects taught through Irish,INTER DENOMINATIONAL
17297U,N ,N ,N ,No subjects through Irish,Catholic
15835M,N ,N ,N ,No subjects through Irish,Catholic
17726R,N ,N ,N ,No subjects through Irish,Catholic
15340I,N ,N ,N ,No subjects through Irish,Catholic
06489S,N ,N ,N ,No subjects through Irish,Catholic
18608Q,N ,Y ,N ,No subjects through Irish,Catholic
17978V,N ,N ,N ,No subjects through Irish,Catholic
15027E,N ,Y ,N ,No subjects through Irish,Catholic
15847T,Y ,N ,N ,All subjects through Irish,Catholic
13313S,N ,N ,N ,No subjects through Irish,Church Of Ireland
62450H,N ,N ,N ,No subjects taught through Irish,CATHOLIC
19833F,N ,N ,N ,All subjects through Irish,Catholic
20403K,N ,N ,N ,No subjects through Irish,Multi Denominational
16904K,N ,Y ,N ,No subjects through Irish,Catholic
62301N,N ,N ,N ,All pupils taught all subjects through Irish,CATHOLIC
20199O,N ,Y ,N ,No subjects through Irish,Catholic
14320U,N ,N ,N ,No subjects through Irish,Catholic
00729F,N ,N ,N ,No subjects through Irish,Catholic
60851P,N ,Y ,N ,No subjects taught through Irish,CATHOLIC
20174V,N ,N ,N ,No subjects through Irish,Catholic
17839H,N ,N ,N ,No subjects through Irish,Catholic
11419B,N ,Y ,N ,No subjects through Irish,Catholic
20289P,N ,N ,N ,No subjects through Irish,Catholic
16794G,N ,N ,N ,No subjects through Irish,Church Of Ireland
20019J,N ,Y ,N ,No subjects through Irish,Catholic
20350P,N ,N ,N ,No subjects through Irish,Catholic
17662R,N ,N ,N ,No subjects through Irish,Catholic
64700O,N ,N ,N ,No subjects taught through Irish,CATHOLIC
15413J,N ,N ,N ,No subjects through Irish,Catholic
20405O,N ,Y ,N ,No subjects through Irish,Catholic
08037Q,N ,N ,N ,No subjects through Irish,Catholic
17321O,N ,Y ,N ,No subjects through Irish,Catholic
71790J,N ,Y ,N ,Some pupils taught all subjects through Irish,MULTI DENOMINATIONAL
19624T,N ,N ,N ,No subjects through Irish,Catholic
15337T,N ,N ,N ,No subjects through Irish,Catholic
20383H,N ,N ,N ,No subjects through Irish,Multi Denominational
71410T,N ,N ,N ,Some pupils taught some subjects through Irish,MULTI DENOMINATIONAL
70121H,N ,N ,N ,No subjects taught through Irish,INTER DENOMINATIONAL
19742C,N ,N ,N ,No subjects through Irish,Catholic
17480L,N ,N ,N ,No subjects through Irish,Catholic
15226K,N ,N ,N ,No subjects through Irish,Catholic
16406R,N ,N ,N ,No subjects through Irish,Catholic
19949B,N ,N ,N ,No subjects through Irish,Muslim
16753P,N ,N ,N ,No subjects through Irish,Catholic
20066S,N ,N ,N ,No subjects through Irish,Multi Denominational
17681V,N ,N ,N ,No subjects through Irish,Catholic
20410H,N ,N ,N ,No subjects through Irish,Multi Denominational
18272J,N ,N ,N ,No subjects through Irish,Multi Denominational
19408N,N ,N ,N ,No subjects through Irish,Catholic
17057A,N ,N ,N ,No subjects through Irish,Catholic
18643S,N ,N ,N ,No subjects through Irish,Catholic
16762Q,N ,N ,N ,No subjects through Irish,Catholic
16410I,N ,N ,N ,No subjects through Irish,Catholic
19896G,N ,Y ,N ,No subjects through Irish,Catholic
17639W,N ,Y ,N ,No subjects through Irish,Catholic
17220I,N ,N ,N ,No subjects through Irish,Catholic
17354G,N ,N ,N ,No subjects through Irish,Catholic
19381T,N ,N ,N ,No subjects through Irish,Catholic
04077I,N ,N ,N ,No subjects through Irish,Catholic
63750B,N ,N ,N ,No subjects taught through Irish,CATHOLIC
17613E,N ,N ,N ,No subjects through Irish,Catholic
17450C,N ,N ,N ,No subjects through Irish,Catholic
19600F,N ,N ,N ,No subjects through Irish,Catholic
20460W,N ,Y ,N ,No subjects through Irish,Catholic
15958F,N ,N ,N ,No subjects through Irish,Catholic
70260V,N ,N ,N ,No subjects taught through Irish,INTER DENOMINATIONAL
15557K,N ,Y ,N ,No subjects through Irish,Catholic
18539A,N ,N ,N ,No subjects through Irish,Catholic
18371L,N ,Y ,N ,No subjects through Irish,Catholic
05630L,N ,N ,N ,No subjects through Irish,Catholic
20464H,N ,Y ,N ,No subjects through Irish,Catholic
19748O,N ,N ,N ,No subjects through Irish,Catholic
12467R,N ,N ,N ,No subjects through Irish,Catholic
14386E,N ,N ,N ,No subjects through Irish,Catholic
18021H,N ,N ,N ,No subjects through Irish,Catholic
16379R,Y ,Y ,N ,No subjects through Irish,Catholic
17648A,N ,N ,N ,No subjects through Irish,Catholic
91351S,N ,N ,N ,No subjects taught through Irish,INTER DENOMINATIONAL
19741A,N ,N ,N ,No subjects through Irish,Catholic
19559L,N ,Y ,N ,No subjects through Irish,Catholic
20118L,N ,N ,N ,No subjects through Irish,Catholic
17251T,N ,N ,N ,No subjects through Irish,Catholic
05257P,N ,N ,N ,No subjects through Irish,Catholic
70380I,N ,Y ,N ,No subjects taught through Irish,MULTI DENOMINATIONAL
19877C,N ,N ,N ,No subjects through Irish,Catholic
12136R,N ,N ,N ,No subjects through Irish,Catholic
19920A,N ,Y ,N ,No subjects through Irish,Catholic
16057S,N ,N ,N ,No subjects through Irish,Catholic
70750P,N ,N ,N ,No subjects taught through Irish,MULTI DENOMINATIONAL
20187H,N ,N ,N ,No subjects through Irish,Catholic
76104O,N ,N ,N ,No subjects taught through Irish,MULTI DENOMINATIONAL
19474D,N ,N ,N ,No subjects through Irish,Catholic
18594I,Y ,Y ,N ,Some subjects through Irish,Catholic
18424G,N ,N ,N ,No subjects through Irish,Catholic
19296F,N ,N ,N ,No subjects through Irish,Catholic
62990Q,N ,N ,N ,No subjects taught through Irish,CATHOLIC
18467B,N ,N ,N ,No subjects through Irish,Catholic
60041D,N ,N ,N ,All pupils taught all subjects through Irish,CATHOLIC
20216L,N ,N ,N ,No subjects through Irish,Catholic
76454S,N ,N ,N ,No subjects taught through Irish,MULTI DENOMINATIONAL
18969C,N ,Y ,N ,No subjects through Irish,Catholic
16204F,N ,Y ,N ,No subjects through Irish,Catholic
20435A,N ,N ,N ,No subjects through Irish,Catholic
17486A,N ,N ,N ,No subjects through Irish,Catholic
18321T,N ,N ,N ,No subjects through Irish,Catholic
91512Q,N ,N ,N ,No subjects taught through Irish,INTER DENOMINATIONAL
15299O,N ,Y ,N ,No subjects through Irish,Catholic
16044J,N ,N ,N ,No subjects through Irish,Catholic
16390F,N ,N ,N ,No subjects through Irish,Catholic
12476S,N ,N ,N ,No subjects through Irish,Catholic
11583O,N ,N ,N ,No subjects through Irish,Church Of Ireland
18108T,N ,N ,N ,No subjects through Irish,Catholic
16445E,N ,N ,N ,No subjects through Irish,Catholic
64150F,N ,N ,N ,No subjects taught through Irish,CATHOLIC
61141M,N ,N ,N ,No subjects taught through Irish,CATHOLIC
