G-ID,Crime,Total (2004 to 2015)
20256,"Fraud, deception and related offences",98
20256,Kidnapping and related offences,2
20256,"Offences against government, justice procedures and organisation of crime",121
20256,Public order and other social code offences,866
20256,"Robbery, extortion and hijacking offences",21
20256,Theft and related offences,1028
20256,Weapons and Explosives Offences,79
20257,"Attempts or threats to murder, assaults, harassments and related offences",58
20257,Burglary and related offences,167
20257,Controlled drug offences,75
20257,Damage to property and to the environment,120
20257,Dangerous or negligent acts,56
20257,"Fraud, deception and related offences",9
20257,Kidnapping and related offences,2
20257,"Offences against government, justice procedures and organisation of crime",6
20257,Public order and other social code offences,93
20257,"Robbery, extortion and hijacking offences",8
20257,Theft and related offences,206
20257,Weapons and Explosives Offences,11
20258,"Attempts or threats to murder, assaults, harassments and related offences",323
20258,Burglary and related offences,360
20258,Controlled drug offences,408
20258,Damage to property and to the environment,446
20258,Dangerous or negligent acts,462
20258,"Fraud, deception and related offences",70
20258,Kidnapping and related offences,4
20258,"Offences against government, justice procedures and organisation of crime",66
20258,Public order and other social code offences,950
20258,"Robbery, extortion and hijacking offences",7
20258,Theft and related offences,665
20258,Weapons and Explosives Offences,109
20259,"Attempts or threats to murder, assaults, harassments and related offences",46
20259,Burglary and related offences,93
20259,Controlled drug offences,92
20259,Damage to property and to the environment,98
20259,Dangerous or negligent acts,63
20259,"Fraud, deception and related offences",7
20259,Kidnapping and related offences,0
20259,"Offences against government, justice procedures and organisation of crime",11
20259,Public order and other social code offences,65
20259,"Robbery, extortion and hijacking offences",3
20259,Theft and related offences,108
20259,Weapons and Explosives Offences,13
20260,"Attempts or threats to murder, assaults, harassments and related offences",40
20260,Burglary and related offences,58
20260,Controlled drug offences,17
20260,Damage to property and to the environment,35
20260,Dangerous or negligent acts,34
20260,"Fraud, deception and related offences",8
20260,Kidnapping and related offences,1
20260,"Offences against government, justice procedures and organisation of crime",7
20260,Public order and other social code offences,111
20260,"Robbery, extortion and hijacking offences",2
20260,Theft and related offences,56
20260,Weapons and Explosives Offences,3
20262,"Attempts or threats to murder, assaults, harassments and related offences",343
20262,Burglary and related offences,398
20262,Controlled drug offences,398
20262,Damage to property and to the environment,481
20262,Dangerous or negligent acts,354
20262,"Fraud, deception and related offences",51
20262,Kidnapping and related offences,6
20262,"Offences against government, justice procedures and organisation of crime",125
20262,Public order and other social code offences,679
20262,"Robbery, extortion and hijacking offences",17
20262,Theft and related offences,825
20262,Weapons and Explosives Offences,93
20263,"Attempts or threats to murder, assaults, harassments and related offences",42
20263,Burglary and related offences,57
20263,Controlled drug offences,51
20263,Damage to property and to the environment,69
20263,Dangerous or negligent acts,31
20263,"Fraud, deception and related offences",4
20263,Kidnapping and related offences,0
20263,"Offences against government, justice procedures and organisation of crime",9
20263,Public order and other social code offences,77
20263,"Robbery, extortion and hijacking offences",1
20263,Theft and related offences,110
20263,Weapons and Explosives Offences,16
20264,"Attempts or threats to murder, assaults, harassments and related offences",596
20264,Burglary and related offences,683
20264,Controlled drug offences,775
20264,Damage to property and to the environment,770
20264,Dangerous or negligent acts,838
20264,"Fraud, deception and related offences",156
20264,Kidnapping and related offences,4
20264,"Offences against government, justice procedures and organisation of crime",236
20264,Public order and other social code offences,1951
20264,"Robbery, extortion and hijacking offences",19
20264,Theft and related offences,1878
20264,Weapons and Explosives Offences,116
20265,"Attempts or threats to murder, assaults, harassments and related offences",44
20265,Burglary and related offences,138
20265,Controlled drug offences,36
20265,Damage to property and to the environment,74
20265,Dangerous or negligent acts,69
20265,"Fraud, deception and related offences",19
20265,Kidnapping and related offences,0
20265,"Offences against government, justice procedures and organisation of crime",21
20265,Public order and other social code offences,167
20265,"Robbery, extortion and hijacking offences",0
20265,Theft and related offences,206
20265,Weapons and Explosives Offences,5
20266,"Attempts or threats to murder, assaults, harassments and related offences",6
20266,Burglary and related offences,29
20266,Controlled drug offences,0
20266,Damage to property and to the environment,12
20266,Dangerous or negligent acts,6
20266,"Fraud, deception and related offences",1
20266,Kidnapping and related offences,0
20266,"Offences against government, justice procedures and organisation of crime",1
20266,Public order and other social code offences,31
20266,"Robbery, extortion and hijacking offences",2
20266,Theft and related offences,27
20266,Weapons and Explosives Offences,3
20267,"Attempts or threats to murder, assaults, harassments and related offences",16
20267,Burglary and related offences,56
20267,Controlled drug offences,17
20267,Damage to property and to the environment,47
20267,Dangerous or negligent acts,8
20267,"Fraud, deception and related offences",1
20267,Kidnapping and related offences,0
